;Tweet;Sentimen;ProcessedText;step01;tokens;tokens_perbaikan;Stop_removal;step02;step03_stemmed
590;Negara kita bukan masalah covid,tp org2nya yg aneh,yg mw bikin rusuh,yg provokator lah,salah juga sih pemerintah ga pernah sosialisasi kemasy buat menghormati sesama/tenaga medis,yg diputer sinetron,kekerasan makanya masyaraktnya kerasss;-1.0;negara covidtp orgnya anehyg rusuhyg provokator lahsalah sih perintah sosialisasi kemasy hormat sesamatenaga medisyg puter sinetronkekerasan masyaraktnya kerasss;negara kita bukan masalah covidtp orgnya yg anehyg mw bikin rusuhyg provokator lahsalah juga sih pemerintah ga pernah sosialisasi kemasy buat menghormati sesamatenaga medisyg diputer sinetronkekerasan makanya masyaraktnya kerasss;['negara', 'kita', 'bukan', 'masalah', 'covidtp', 'orgnya', 'yg', 'anehyg', 'mw', 'bikin', 'rusuhyg', 'provokator', 'lahsalah', 'juga', 'sih', 'pemerintah', 'ga', 'pernah', 'sosialisasi', 'kemasy', 'buat', 'menghormati', 'sesamatenaga', 'medisyg', 'diputer', 'sinetronkekerasan', 'makanya', 'masyaraktnya', 'kerasss'];['negara', 'kita', 'bukan', 'masalah', 'covidtp', 'orgnya', 'yang', 'anehyg', 'mau', 'membuat', 'rusuhyg', 'provokator', 'lahsalah', 'juga', 'sih', 'pemerintah', 'tidak', 'pernah', 'sosialisasi', 'kemasy', 'buat', 'menghormati', 'sesamatenaga', 'medisyg', 'diputer', 'sinetronkekerasan', 'makanya', 'masyaraktnya', 'kerasss'];['negara', 'covidtp', 'orgnya', 'anehyg', 'rusuhyg', 'provokator', 'lahsalah', 'sih', 'pemerintah', 'sosialisasi', 'kemasy', 'menghormati', 'sesamatenaga', 'medisyg', 'diputer', 'sinetronkekerasan', 'masyaraktnya', 'kerasss'];negara covidtp orgnya anehyg rusuhyg provokator lahsalah sih pemerintah sosialisasi kemasy menghormati sesamatenaga medisyg diputer sinetronkekerasan masyaraktnya kerasss;negara covidtp orgnya anehyg rusuhyg provokator lahsalah sih perintah sosialisasi kemasy hormat sesamatenaga medisyg puter sinetronkekerasan masyaraktnya kerasss
591;Kedatangan dan kehadiranmu menggucang kami dan seluruh dunia..Tak kuasa menahan arus yang engkau sebarkan, itulah covid 19,,tapi kami selalu yakin ini akan berakhir atas Kuasa Alloh.,.Ya Alloh izinkan kami menikmati bulan Ramadhan yang sebentar lagi tiba.;1.0;datang hadir menggucang duniatak kuasa tahan arus engkau sebar covid kuasa allohya alloh izin nikmat ramadhan sebentar;kedatangan dan kehadiranmu menggucang kami dan seluruh duniatak kuasa menahan arus yang engkau sebarkan itulah covid tapi kami selalu yakin ini akan berakhir atas kuasa allohya alloh izinkan kami menikmati bulan ramadhan yang sebentar lagi tiba;['kedatangan', 'dan', 'kehadiranmu', 'menggucang', 'kami', 'dan', 'seluruh', 'duniatak', 'kuasa', 'menahan', 'arus', 'yang', 'engkau', 'sebarkan', 'itulah', 'covid', 'tapi', 'kami', 'selalu', 'yakin', 'ini', 'akan', 'berakhir', 'atas', 'kuasa', 'allohya', 'alloh', 'izinkan', 'kami', 'menikmati', 'bulan', 'ramadhan', 'yang', 'sebentar', 'lagi', 'tiba'];['kedatangan', 'dan', 'kehadiranmu', 'menggucang', 'kami', 'dan', 'seluruh', 'duniatak', 'kuasa', 'menahan', 'arus', 'yang', 'engkau', 'sebarkan', 'itulah', 'covid', 'tapi', 'kami', 'selalu', 'yakin', 'ini', 'akan', 'berakhir', 'atas', 'kuasa', 'allohya', 'alloh', 'izinkan', 'kami', 'menikmati', 'bulan', 'ramadhan', 'yang', 'sebentar', 'lagi', 'tiba'];['kedatangan', 'kehadiranmu', 'menggucang', 'duniatak', 'kuasa', 'menahan', 'arus', 'engkau', 'sebarkan', 'covid', 'kuasa', 'allohya', 'alloh', 'izinkan', 'menikmati', 'ramadhan', 'sebentar'];kedatangan kehadiranmu menggucang duniatak kuasa menahan arus engkau sebarkan covid kuasa allohya alloh izinkan menikmati ramadhan sebentar;datang hadir menggucang duniatak kuasa tahan arus engkau sebar covid kuasa allohya alloh izin nikmat ramadhan sebentar
592;Kok aku agak heran ya, di beberapa daerah di jateng yg positif covid baru2 ini lumayan banyak kasusnya ternyata dari acara di Gowa itu. Bukannya udh dicancel ya acaranya dan itu udah lama juga kan ya kayaknya udah mau sebulan;-1.0;heran iya daerah jateng positif covid lumayan kasus acara gowa dicancel iya acara iya kayak bulan;kok aku agak heran ya di beberapa daerah di jateng yg positif covid baru ini lumayan banyak kasusnya ternyata dari acara di gowa itu bukannya udh dicancel ya acaranya dan itu udah lama juga kan ya kayaknya udah mau sebulan;['kok', 'aku', 'agak', 'heran', 'ya', 'di', 'beberapa', 'daerah', 'di', 'jateng', 'yg', 'positif', 'covid', 'baru', 'ini', 'lumayan', 'banyak', 'kasusnya', 'ternyata', 'dari', 'acara', 'di', 'gowa', 'itu', 'bukannya', 'udh', 'dicancel', 'ya', 'acaranya', 'dan', 'itu', 'udah', 'lama', 'juga', 'kan', 'ya', 'kayaknya', 'udah', 'mau', 'sebulan'];['kok', 'aku', 'agak', 'heran', 'iya', 'di', 'beberapa', 'daerah', 'di', 'jateng', 'yang', 'positif', 'covid', 'baru', 'ini', 'lumayan', 'banyak', 'kasusnya', 'ternyata', 'dari', 'acara', 'di', 'gowa', 'itu', 'bukannya', 'sudah', 'dicancel', 'iya', 'acaranya', 'dan', 'itu', 'sudah', 'lama', 'juga', 'kan', 'iya', 'kayaknya', 'sudah', 'mau', 'sebulan'];['heran', 'iya', 'daerah', 'jateng', 'positif', 'covid', 'lumayan', 'kasusnya', 'acara', 'gowa', 'dicancel', 'iya', 'acaranya', 'iya', 'kayaknya', 'sebulan'];heran iya daerah jateng positif covid lumayan kasusnya acara gowa dicancel iya acaranya iya kayaknya sebulan;heran iya daerah jateng positif covid lumayan kasus acara gowa dicancel iya acara iya kayak bulan
593;SETIAP TINDAKAN ADA KONSEKUENSINYA dibaca untuk memahami mengapa manusia harus berbicara dan bertindak hati- hati/serampangan.;1.0;tindak konsekuensi baca paham manusia bicara tindak hati hatiserampangan;setiap tindakan ada konsekuensinya dibaca untuk memahami mengapa manusia harus berbicara dan bertindak hati hatiserampangan;['setiap', 'tindakan', 'ada', 'konsekuensinya', 'dibaca', 'untuk', 'memahami', 'mengapa', 'manusia', 'harus', 'berbicara', 'dan', 'bertindak', 'hati', 'hatiserampangan'];['setiap', 'tindakan', 'ada', 'konsekuensinya', 'dibaca', 'untuk', 'memahami', 'mengapa', 'manusia', 'harus', 'berbicara', 'dan', 'bertindak', 'hati', 'hatiserampangan'];['tindakan', 'konsekuensinya', 'dibaca', 'memahami', 'manusia', 'berbicara', 'bertindak', 'hati', 'hatiserampangan'];tindakan konsekuensinya dibaca memahami manusia berbicara bertindak hati hatiserampangan;tindak konsekuensi baca paham manusia bicara tindak hati hatiserampangan
594;sedap gak nama covid lee tu;0.0;sedap nama covid lee;sedap gak nama covid lee tu;['sedap', 'gak', 'nama', 'covid', 'lee', 'tu'];['sedap', 'tidak', 'nama', 'covid', 'lee', 'itu'];['sedap', 'nama', 'covid', 'lee'];sedap nama covid lee;sedap nama covid lee
595;Erm rasa dah boleh simpan la rambut ni.bile betul betul Covid 19 dah Hilang.PKP pun dah takde baru la tunggu masa umi bising ;0.0;erm simpan la rambut nibile covid hilangpkp takde la tunggu umi bising;erm rasa dah boleh simpan la rambut nibile betul betul covid dah hilangpkp pun dah takde baru la tunggu masa umi bising;['erm', 'rasa', 'dah', 'boleh', 'simpan', 'la', 'rambut', 'nibile', 'betul', 'betul', 'covid', 'dah', 'hilangpkp', 'pun', 'dah', 'takde', 'baru', 'la', 'tunggu', 'masa', 'umi', 'bising'];['erm', 'rasa', 'sudah', 'boleh', 'simpan', 'la', 'rambut', 'nibile', 'betul', 'betul', 'covid', 'sudah', 'hilangpkp', 'pun', 'sudah', 'takde', 'baru', 'la', 'tunggu', 'masa', 'umi', 'bising'];['erm', 'simpan', 'la', 'rambut', 'nibile', 'covid', 'hilangpkp', 'takde', 'la', 'tunggu', 'umi', 'bising'];erm simpan la rambut nibile covid hilangpkp takde la tunggu umi bising;erm simpan la rambut nibile covid hilangpkp takde la tunggu umi bising
596;Covid, dentuman, gunung berapi :');0.0;covid dentum gunung rap;covid dentuman gunung berapi;['covid', 'dentuman', 'gunung', 'berapi'];['covid', 'dentuman', 'gunung', 'berapi'];['covid', 'dentuman', 'gunung', 'berapi'];covid dentuman gunung berapi;covid dentum gunung rap
597;Cegah penyebaran Covid-19, Lanud ZAM distribusikan APD;1.0;cegah sebar covid lanud zam distribusi apd;cegah penyebaran covid lanud zam distribusikan apd;['cegah', 'penyebaran', 'covid', 'lanud', 'zam', 'distribusikan', 'apd'];['cegah', 'penyebaran', 'covid', 'lanud', 'zam', 'distribusikan', 'apd'];['cegah', 'penyebaran', 'covid', 'lanud', 'zam', 'distribusikan', 'apd'];cegah penyebaran covid lanud zam distribusikan apd;cegah sebar covid lanud zam distribusi apd
598;Pandemi Covid-19 ini mengajarkan kita banyak hal. Bagaimana kita menjadi orang yang lebih sabar, bersyukur & berhemat. Dan mengajarkan para kaum hawa untuk perawatan dan merindu. Merindukan segala aktivitas diluar rumah;1.0;pandemi covid ajar orang sabar syukur hemat ajar kaum hawa awat rindu rindu aktivitas luar rumah;pandemi covid ini mengajarkan kita banyak hal bagaimana kita menjadi orang yang lebih sabar bersyukur berhemat dan mengajarkan para kaum hawa untuk perawatan dan merindu merindukan segala aktivitas diluar rumah;['pandemi', 'covid', 'ini', 'mengajarkan', 'kita', 'banyak', 'hal', 'bagaimana', 'kita', 'menjadi', 'orang', 'yang', 'lebih', 'sabar', 'bersyukur', 'berhemat', 'dan', 'mengajarkan', 'para', 'kaum', 'hawa', 'untuk', 'perawatan', 'dan', 'merindu', 'merindukan', 'segala', 'aktivitas', 'diluar', 'rumah'];['pandemi', 'covid', 'ini', 'mengajarkan', 'kita', 'banyak', 'hal', 'bagaimana', 'kita', 'menjadi', 'orang', 'yang', 'lebih', 'sabar', 'bersyukur', 'berhemat', 'dan', 'mengajarkan', 'para', 'kaum', 'hawa', 'untuk', 'perawatan', 'dan', 'merindu', 'merindukan', 'segala', 'aktivitas', 'diluar', 'rumah'];['pandemi', 'covid', 'mengajarkan', 'orang', 'sabar', 'bersyukur', 'berhemat', 'mengajarkan', 'kaum', 'hawa', 'perawatan', 'merindu', 'merindukan', 'aktivitas', 'diluar', 'rumah'];pandemi covid mengajarkan orang sabar bersyukur berhemat mengajarkan kaum hawa perawatan merindu merindukan aktivitas diluar rumah;pandemi covid ajar orang sabar syukur hemat ajar kaum hawa awat rindu rindu aktivitas luar rumah
599;Segala keputusan ini hanya akan mencipta kluster baru..adakah sebahagian menteri atau pihak yg terlibat dlm dasar ini tahu apakah objektif MCO dan pencegahan wabak covid-19;0.0;putus cipta kluster baruadakah sebahagian menteri libat dasar objektif mco cegah wabak covid;segala keputusan ini hanya akan mencipta kluster baruadakah sebahagian menteri atau pihak yg terlibat dlm dasar ini tahu apakah objektif mco dan pencegahan wabak covid;['segala', 'keputusan', 'ini', 'hanya', 'akan', 'mencipta', 'kluster', 'baruadakah', 'sebahagian', 'menteri', 'atau', 'pihak', 'yg', 'terlibat', 'dlm', 'dasar', 'ini', 'tahu', 'apakah', 'objektif', 'mco', 'dan', 'pencegahan', 'wabak', 'covid'];['segala', 'keputusan', 'ini', 'hanya', 'akan', 'mencipta', 'kluster', 'baruadakah', 'sebahagian', 'menteri', 'atau', 'pihak', 'yang', 'terlibat', 'dalam', 'dasar', 'ini', 'tahu', 'apakah', 'objektif', 'mco', 'dan', 'pencegahan', 'wabak', 'covid'];['keputusan', 'mencipta', 'kluster', 'baruadakah', 'sebahagian', 'menteri', 'terlibat', 'dasar', 'objektif', 'mco', 'pencegahan', 'wabak', 'covid'];keputusan mencipta kluster baruadakah sebahagian menteri terlibat dasar objektif mco pencegahan wabak covid;putus cipta kluster baruadakah sebahagian menteri libat dasar objektif mco cegah wabak covid
600;Saya do'akan kita semua sehat wal afiat dan musibah covid ini sgr berlalu, tpi jk Allah berkehendak memanggil Bpk lbh cepat ya kami ikhlas krn itu sdh takdir. Mungkin ini cara terbaik untuk Bpk reuni, krn reuni didunia saat ini tdk perbolehkan..;-1.0;doa sehat wal afiat musibah covid sgr jk allah panggil cepat iya ikhlas takdir baik reuni reuni dunia boleh;saya doakan kita semua sehat wal afiat dan musibah covid ini sgr berlalu tpi jk allah berkehendak memanggil bpk lbh cepat ya kami ikhlas krn itu sdh takdir mungkin ini cara terbaik untuk bpk reuni krn reuni didunia saat ini tdk perbolehkan;['saya', 'doakan', 'kita', 'semua', 'sehat', 'wal', 'afiat', 'dan', 'musibah', 'covid', 'ini', 'sgr', 'berlalu', 'tpi', 'jk', 'allah', 'berkehendak', 'memanggil', 'bpk', 'lbh', 'cepat', 'ya', 'kami', 'ikhlas', 'krn', 'itu', 'sdh', 'takdir', 'mungkin', 'ini', 'cara', 'terbaik', 'untuk', 'bpk', 'reuni', 'krn', 'reuni', 'didunia', 'saat', 'ini', 'tdk', 'perbolehkan'];['saya', 'doakan', 'kita', 'semua', 'sehat', 'wal', 'afiat', 'dan', 'musibah', 'covid', 'ini', 'sgr', 'berlalu', 'tapi', 'jk', 'allah', 'berkehendak', 'memanggil', 'bapak', 'lebih', 'cepat', 'iya', 'kami', 'ikhlas', 'karena', 'itu', 'sudah', 'takdir', 'mungkin', 'ini', 'cara', 'terbaik', 'untuk', 'bapak', 'reuni', 'karena', 'reuni', 'didunia', 'saat', 'ini', 'tidak', 'perbolehkan'];['doakan', 'sehat', 'wal', 'afiat', 'musibah', 'covid', 'sgr', 'jk', 'allah', 'memanggil', 'cepat', 'iya', 'ikhlas', 'takdir', 'terbaik', 'reuni', 'reuni', 'didunia', 'perbolehkan'];doakan sehat wal afiat musibah covid sgr jk allah memanggil cepat iya ikhlas takdir terbaik reuni reuni didunia perbolehkan;doa sehat wal afiat musibah covid sgr jk allah panggil cepat iya ikhlas takdir baik reuni reuni dunia boleh
601;jenazah tenaga medis covid ditolak warga dimakamin di lingkungan sekitarnya. kalo semua warga punya pikiran gitu, siapa yang mau jadi tenaga medis cok?;-1.0;jenazah tenaga medis covid tolak warga dimakamin lingkung warga pikir gitu tenaga medis cok;jenazah tenaga medis covid ditolak warga dimakamin di lingkungan sekitarnya kalo semua warga punya pikiran gitu siapa yang mau jadi tenaga medis cok;['jenazah', 'tenaga', 'medis', 'covid', 'ditolak', 'warga', 'dimakamin', 'di', 'lingkungan', 'sekitarnya', 'kalo', 'semua', 'warga', 'punya', 'pikiran', 'gitu', 'siapa', 'yang', 'mau', 'jadi', 'tenaga', 'medis', 'cok'];['jenazah', 'tenaga', 'medis', 'covid', 'ditolak', 'warga', 'dimakamin', 'di', 'lingkungan', 'sekitarnya', 'kalau', 'semua', 'warga', 'punya', 'pikiran', 'gitu', 'siapa', 'yang', 'mau', 'jadi', 'tenaga', 'medis', 'cok'];['jenazah', 'tenaga', 'medis', 'covid', 'ditolak', 'warga', 'dimakamin', 'lingkungan', 'warga', 'pikiran', 'gitu', 'tenaga', 'medis', 'cok'];jenazah tenaga medis covid ditolak warga dimakamin lingkungan warga pikiran gitu tenaga medis cok;jenazah tenaga medis covid tolak warga dimakamin lingkung warga pikir gitu tenaga medis cok
602;Bantu ngerawat pasien covid aja bin. Tapi ga pakek Apd wkwk;-1.0;bantu ngerawat pasien covid bin pakek apd wkwk;bantu ngerawat pasien covid aja bin tapi ga pakek apd wkwk;['bantu', 'ngerawat', 'pasien', 'covid', 'aja', 'bin', 'tapi', 'ga', 'pakek', 'apd', 'wkwk'];['bantu', 'ngerawat', 'pasien', 'covid', 'saja', 'bin', 'tapi', 'tidak', 'pakek', 'apd', 'wkwk'];['bantu', 'ngerawat', 'pasien', 'covid', 'bin', 'pakek', 'apd', 'wkwk'];bantu ngerawat pasien covid bin pakek apd wkwk;bantu ngerawat pasien covid bin pakek apd wkwk
603;baik jugaa, di daerah kamu gimana covid? stay safe yaa;1.0;jugaa daerah covid stay safe iya;baik jugaa di daerah kamu gimana covid stay safe yaa;['baik', 'jugaa', 'di', 'daerah', 'kamu', 'gimana', 'covid', 'stay', 'safe', 'yaa'];['baik', 'jugaa', 'di', 'daerah', 'kamu', 'bagaimana', 'covid', 'stay', 'safe', 'iya'];['jugaa', 'daerah', 'covid', 'stay', 'safe', 'iya'];jugaa daerah covid stay safe iya;jugaa daerah covid stay safe iya
604;Saya belum lihat video versi full nyaSebetulnya vitamin dan obat2an pendukung, atau spesifik obat untuk covid-19 ?;0.0;lihat video versi penuh nyasebetulnya vitamin obat dukung spesifik obat covid;saya belum lihat video versi full nyasebetulnya vitamin dan obatan pendukung atau spesifik obat untuk covid;['saya', 'belum', 'lihat', 'video', 'versi', 'full', 'nyasebetulnya', 'vitamin', 'dan', 'obatan', 'pendukung', 'atau', 'spesifik', 'obat', 'untuk', 'covid'];['saya', 'belum', 'lihat', 'video', 'versi', 'penuh', 'nyasebetulnya', 'vitamin', 'dan', 'obatan', 'pendukung', 'atau', 'spesifik', 'obat', 'untuk', 'covid'];['lihat', 'video', 'versi', 'penuh', 'nyasebetulnya', 'vitamin', 'obatan', 'pendukung', 'spesifik', 'obat', 'covid'];lihat video versi penuh nyasebetulnya vitamin obatan pendukung spesifik obat covid;lihat video versi penuh nyasebetulnya vitamin obat dukung spesifik obat covid
605;Wah dinas sosial rasis banget nih;-1.0;dinas sosial ras banget;wah dinas sosial rasis banget nih;['wah', 'dinas', 'sosial', 'rasis', 'banget', 'nih'];['wah', 'dinas', 'sosial', 'rasis', 'banget', 'ini'];['dinas', 'sosial', 'rasis', 'banget'];dinas sosial rasis banget;dinas sosial ras banget
606;"Mari "" ki bersama Polri Jaga kamtibmas dan Cegah penyebaran Virus Covid - 19 dngan Tetap di Rumah, jngan mudik, gnakan Masker, jga Kebersihan serta Cuci Tangan";1.0;mari ki polri jaga kamtibmas cegah sebar virus covid dngan rumah jngan mudik gnakan masker bersih cuci tangan;mari ki bersama polri jaga kamtibmas dan cegah penyebaran virus covid dngan tetap di rumah jngan mudik gnakan masker jga kebersihan serta cuci tangan;['mari', 'ki', 'bersama', 'polri', 'jaga', 'kamtibmas', 'dan', 'cegah', 'penyebaran', 'virus', 'covid', 'dngan', 'tetap', 'di', 'rumah', 'jngan', 'mudik', 'gnakan', 'masker', 'jga', 'kebersihan', 'serta', 'cuci', 'tangan'];['mari', 'ki', 'bersama', 'polri', 'jaga', 'kamtibmas', 'dan', 'cegah', 'penyebaran', 'virus', 'covid', 'dngan', 'tetap', 'di', 'rumah', 'jngan', 'mudik', 'gnakan', 'masker', 'juga', 'kebersihan', 'serta', 'cuci', 'tangan'];['mari', 'ki', 'polri', 'jaga', 'kamtibmas', 'cegah', 'penyebaran', 'virus', 'covid', 'dngan', 'rumah', 'jngan', 'mudik', 'gnakan', 'masker', 'kebersihan', 'cuci', 'tangan'];mari ki polri jaga kamtibmas cegah penyebaran virus covid dngan rumah jngan mudik gnakan masker kebersihan cuci tangan;mari ki polri jaga kamtibmas cegah sebar virus covid dngan rumah jngan mudik gnakan masker bersih cuci tangan
607;Gara2 abis ngasih donasi ke rumah sakit, batuk2 dikit lgsg parno.. krn td di RSU ngelewatin ruang isolasi pasien covid pdhl mah batuk biasa akibat minum dingin mulu dr kmrn. Asal jgn sampe mak w dgr, takut bsk pagi bgn2 rumah kosong krn sekelurga pada kabur krmh abang w;-1.0;gara donasi rumah sakit batuk langsung parno td rsu ngelewatin ruang isolasi pasien covid mah batuk akibat minum dingin mulu kmrn mak w dgr takut bsk pagi bgn rumah kosong sekelurga kabur krmh abang w;gara abis ngasih donasi ke rumah sakit batuk dikit lgsg parno krn td di rsu ngelewatin ruang isolasi pasien covid pdhl mah batuk biasa akibat minum dingin mulu dr kmrn asal jgn sampe mak w dgr takut bsk pagi bgn rumah kosong krn sekelurga pada kabur krmh abang w;['gara', 'abis', 'ngasih', 'donasi', 'ke', 'rumah', 'sakit', 'batuk', 'dikit', 'lgsg', 'parno', 'krn', 'td', 'di', 'rsu', 'ngelewatin', 'ruang', 'isolasi', 'pasien', 'covid', 'pdhl', 'mah', 'batuk', 'biasa', 'akibat', 'minum', 'dingin', 'mulu', 'dr', 'kmrn', 'asal', 'jgn', 'sampe', 'mak', 'w', 'dgr', 'takut', 'bsk', 'pagi', 'bgn', 'rumah', 'kosong', 'krn', 'sekelurga', 'pada', 'kabur', 'krmh', 'abang', 'w'];['gara', 'setelah', 'memberi', 'donasi', 'ke', 'rumah', 'sakit', 'batuk', 'sedikit', 'langsung', 'parno', 'karena', 'td', 'di', 'rsu', 'ngelewatin', 'ruang', 'isolasi', 'pasien', 'covid', 'padahal', 'mah', 'batuk', 'biasa', 'akibat', 'minum', 'dingin', 'mulu', 'dari', 'kmrn', 'asal', 'jangan', 'sampai', 'mak', 'w', 'dgr', 'takut', 'bsk', 'pagi', 'bgn', 'rumah', 'kosong', 'karena', 'sekelurga', 'pada', 'kabur', 'krmh', 'abang', 'w'];['gara', 'donasi', 'rumah', 'sakit', 'batuk', 'langsung', 'parno', 'td', 'rsu', 'ngelewatin', 'ruang', 'isolasi', 'pasien', 'covid', 'mah', 'batuk', 'akibat', 'minum', 'dingin', 'mulu', 'kmrn', 'mak', 'w', 'dgr', 'takut', 'bsk', 'pagi', 'bgn', 'rumah', 'kosong', 'sekelurga', 'kabur', 'krmh', 'abang', 'w'];gara donasi rumah sakit batuk langsung parno td rsu ngelewatin ruang isolasi pasien covid mah batuk akibat minum dingin mulu kmrn mak w dgr takut bsk pagi bgn rumah kosong sekelurga kabur krmh abang w;gara donasi rumah sakit batuk langsung parno td rsu ngelewatin ruang isolasi pasien covid mah batuk akibat minum dingin mulu kmrn mak w dgr takut bsk pagi bgn rumah kosong sekelurga kabur krmh abang w
608;Dear ojol, hidup yg susah selama covid-19 bukan kalian aja. Banyak pemulung dan tukang jualan yg jauh lebih susah dibanding kalian. Yuk main-main ke daerah rumah saya, bahkan mereka pasrah kalau mati karna kelaparan;-1.0;dear ojol hidup susah covid pulung tukang jual susah banding ayo mainmain daerah rumah pasrah mati lapar;dear ojol hidup yg susah selama covid bukan kalian aja banyak pemulung dan tukang jualan yg jauh lebih susah dibanding kalian yuk mainmain ke daerah rumah saya bahkan mereka pasrah kalau mati karna kelaparan;['dear', 'ojol', 'hidup', 'yg', 'susah', 'selama', 'covid', 'bukan', 'kalian', 'aja', 'banyak', 'pemulung', 'dan', 'tukang', 'jualan', 'yg', 'jauh', 'lebih', 'susah', 'dibanding', 'kalian', 'yuk', 'mainmain', 'ke', 'daerah', 'rumah', 'saya', 'bahkan', 'mereka', 'pasrah', 'kalau', 'mati', 'karna', 'kelaparan'];['dear', 'ojol', 'hidup', 'yang', 'susah', 'selama', 'covid', 'bukan', 'kalian', 'saja', 'banyak', 'pemulung', 'dan', 'tukang', 'jualan', 'yang', 'jauh', 'lebih', 'susah', 'dibanding', 'kalian', 'ayo', 'mainmain', 'ke', 'daerah', 'rumah', 'saya', 'bahkan', 'mereka', 'pasrah', 'kalau', 'mati', 'karena', 'kelaparan'];['dear', 'ojol', 'hidup', 'susah', 'covid', 'pemulung', 'tukang', 'jualan', 'susah', 'dibanding', 'ayo', 'mainmain', 'daerah', 'rumah', 'pasrah', 'mati', 'kelaparan'];dear ojol hidup susah covid pemulung tukang jualan susah dibanding ayo mainmain daerah rumah pasrah mati kelaparan;dear ojol hidup susah covid pulung tukang jual susah banding ayo mainmain daerah rumah pasrah mati lapar
